year,st,stateno,state,state_fips,state_icpsr,poptotal,evangelical_pop,nonwhite,gini_coef,region,total_expenditure,total_revenue,gsppcap,incomepcap,unemployment,povrate,earned_income_taxcredit,x_sales_taxes,x_tax_burden,x_top_corporateincometaxrate,prez_election_year,hou_chamber,sen_chamber,h_diffs,s_diffs,inst6014_nom,bowen_legprof_firstdim,bowen_legprof_seconddim,speaker_power,pctfemaleleg,efna_index,vepvotingrate,ranney4_control,overall_fin_reg,oelecsc,opartsc,nonindiv_contrib,union_density,pollib_median,innovatescore_boehmkeskinner,soc_capital_ma,citi6013,wpid,mood,anti_environment,anti_aid,anti_defense,anti_education,anti_welfare,anti_race,death_penalty,guncontrol_stand_your_ground,vcrimerate,z_education_expenditures_per_pup,mathscore4th,readscore4th,sqli,health_rank,genderrights_state_eras,infconsent,w_ec_access,solaw,vaaban,w_environment_solar_taxcredit,frps,drugs_medical_marijuana,gambling_lottery_adoption,guncontrol_assaultweapon_ban,guncontrol_opencarry,labor_minwage_abovefed,labor_right_to_work
1983,RI,39,Rhode Island,44,5,956382,1.1,0.07465063,0.47084704,4,1707511,1834544,NA,12389,8.3,14.5,NA,6,0.109,8,0,NA,NA,NA,NA,85.09986,-1.1252431,-0.29506615,3.05,12.7,5.3,NA,1,NA,NA,NA,NA,21.60000038,1.16861,0.048415,NA,73.42854,0.386245251,45.49599838,0.071435891,0.807677043,0.461365252,0.123289262,0.47837757,0.154434099,0,NA,355.2,7008.06,NA,NA,NA,NA,0,1,1,0,NA,1,NA,NA,1,NA,0,0,0
1984,RI,39,Rhode Island,44,5,961894,1.1,0.078832641,0.4713895,4,1831771,1987027,NA,13629,5.3,12.8,NA,6,0.109,8,1,NA,NA,NA,NA,85.09986,NA,NA,NA,14.7,5.6,0.59,0.5,NA,NA,NA,NA,22.5,1.26745,0.048415,0.39518622,73.05169,0.172658786,45.89400101,0.060918778,0.751783427,0.591161924,0.149420595,0.400723568,0.156638692,1,NA,334.7,6566.39,NA,NA,NA,NA,0,1,1,0,NA,1,NA,NA,1,NA,0,0,0
1985,RI,39,Rhode Island,44,5,968955,2.5999999,0.082534574,0.47732386,4,2009683,2128519,NA,14538,4.9,9,NA,6,0.106,8,0,NA,NA,NA,NA,70.35376,-0.87003696,-0.60615581,3.05,15.3,6,NA,0.5,NA,NA,NA,NA,21.200000760000002,1.24022,0.033898,0.16436774,69.45848,0.177877903,46.37599945,0.079640076,0.627007959,0.575982258,0.044118776,0.436392421,0.121769445,1,NA,346.6,3546.59,NA,NA,NA,NA,0,1,1,0,NA,1,NA,NA,1,NA,0,0,0
1986,RI,39,Rhode Island,44,5,977341,2.5999999,0.085937567,0.48809963,4,2167041,2361835,NA,15445,4,9.1,NA,6,0.104,8,0,NA,NA,NA,NA,70.35376,NA,NA,NA,15.3,6.1,0.43,0.5,NA,NA,NA,NA,20.799999239999998,1.40908,0.033898,0.090425029,76.03979,-0.00236016,49.22800064,0.05018172,0.741336635,0.544363809,0.029832776,0.411998787,0.144890291,1,NA,335.5,7587.19,NA,NA,NA,NA,1,1,1,0,NA,1,NA,NA,1,NA,0,1,0
1987,RI,39,Rhode Island,44,5,989604,2.5999999,0.0906303,0.50571716,4,2258828,2572077,24121,16387,3.8,8.1,NA,6,0.107,8,0,NA,NA,NA,NA,70.35376,-0.99395561,-0.39328372,3.05,16,6.1,NA,0.5,NA,NA,NA,NA,21.299999239999998,1.42825,0.017815,-0.12403886,79.12292,0.16557163,49.05799866,0.03234791,0.735105075,0.539303281,0.073156188,0.386329988,0.090656161,1,NA,359.7,7057.11,NA,NA,NA,NA,1,1,1,0,NA,1,NA,NA,1,NA,0,1,0
1988,RI,39,Rhode Island,44,5,996408,2.5999999,0.094024099,0.52589983,4,2480053,2721715,25620,17909,3.1,9.8,1,6,0.105,8,1,NA,NA,NA,NA,70.35376,NA,NA,NA,16,6.5,0.56,0.5,NA,NA,NA,NA,19.89999962,1.45765,0.017815,-0.086518846,91.56639,0.277918726,48.93799973,0.04496881,0.792642452,0.461835539,0.038634742,0.364064589,0.141425319,1,NA,396.7,7987.68,NA,NA,NA,NA,1,1,1,0,NA,1,NA,NA,1,NA,0,1,0
1989,RI,39,Rhode Island,44,5,1000666,2.5999999,0.099105895,0.54943627,4,2743636,2959529,26197,19389,4.1,6.7,1,6,0.101,9,0,NA,NA,NA,NA,68.7373,-0.79416317,-0.59841532,3.05,15.3,6.6,NA,0.5,NA,NA,NA,NA,18.799999239999998,1.44247,0.001694,0.42335299,66.60662,0.296359897,48.00699997,0.073686466,0.745124535,0.566277701,0.053220259,0.368649805,0.172650064,1,NA,378,8226.79,NA,NA,NA,NA,1,1,1,0,NA,1,NA,NA,1,0,0,1,0
1990,RI,39,Rhode Island,44,5,1003464,2.5999999,0.101661019,0.53790075,4,3013758,3062198,25782,19821,6.7,7.5,1,6,0.105,9,0,NA,NA,NA,NA,68.7373,NA,NA,NA,15.3,6.4,0.5,1,NA,NA,NA,NA,18.299999239999998,1.62892,0.001694,0.65998363,68.34549,0.055655189,50.0929985,0.042778581,0.645016201,0.4904172,0.058922023,0.403002525,0.129594819,1,NA,431.9,8699.96,NA,NA,NA,NA,1,1,1,0,NA,1,NA,NA,1,0,0,1,0
1991,RI,39,Rhode Island,44,5,1003990,2.5999999,0.105775893,0.54886633,4,3287625,3103933,24741,19981,8.5,10.4,1,7,0.108,9,0,NA,NA,NA,NA,87.3392,-0.78274059,-0.6338973,3.35,16,5.8,NA,1,NA,NA,NA,NA,20.799999239999998,1.56883,0.109192,0.72035241,71.69336,0.035286892,47.56000137,0.073632509,0.728131162,0.4407748,0.072938089,0.301024749,0.11935356,1,NA,462,9073.38,NA,NA,NA,NA,1,1,1,0,NA,1,NA,NA,1,0,0,1,0
1992,RI,39,Rhode Island,44,5,1000571,2.5999999,0.109458543,0.54361355,4,4174717,3783839,25054,20820,8.9,12.4,1,7,0.115,9,1,NA,NA,NA,NA,87.3392,NA,NA,NA,16.7,5.5,0.63,1,15,NA,NA,NA,19.799999239999998,1.55718,0.109192,0.57795918,63.80407,0.165188938,46.11999893,0.097009063,0.720495133,0.481598071,0.080118681,0.412454586,0.125966948,1,NA,394.5,8680.64,215.449,216.615,32,17,1,1,1,0,NA,1,NA,NA,1,0,0,1,0
1993,RI,39,Rhode Island,44,5,997852,2.5999999,0.112828657,0.53950179,4,3979032,3847825,25272,21600,7.7,11.2,1,7,0.114,9,0,NA,NA,NA,NA,87.3392,-0.70132142,-0.69021493,3.35,24.7,5.6,NA,1,NA,NA,NA,NA,18.200000760000002,1.6186,0.047767,0.96287191,69.37099,0.128158376,45.97100067,0.120385624,0.712859103,0.522421342,0.087299274,0.523884424,0.132580335,1,0,401.7,8270.24,NA,NA,29,21,1,1,1,0,NA,1,NA,NA,1,0,0,1,0
1994,RI,39,Rhode Island,44,5,993412,2.5999999,0.115614302,0.5435245,4,3815863,4125623,25475,22199,7.1,10.3,1,7,0.114,9,0,NA,NA,NA,NA,87.3392,NA,NA,NA,24.7,5.7,0.51,0.5,16,NA,NA,568964.24,16.39999962,1.55885,0.047767,0.89865118,62.01061,0.214030161,41.60599899,0.104251601,0.725745219,0.385629586,0.056587537,0.640263057,0.196255307,1,0,375.5,NA,NA,219.94,27,20,1,1,1,0,NA,1,NA,NA,1,0,0,1,0
1995,RI,39,Rhode Island,44,5,989203,1.8,0.119367041,0.54773539,4,4265140,4249596,26108,23364,NA,10.6,1,7,0.114,9,0,NA,NA,NA,NA,70.10832,NA,NA,3.1,24,5.7,NA,0.5,NA,NA,NA,NA,19.5,1.79314,0.161622,0.73040742,62.31819,0.061628375,39.40999985,0.096137702,0.707474241,0.395257589,0.052142334,0.605187313,0.204123914,1,0,368,8785.56,NA,NA,31,19,1,1,1,1,NA,1,NA,NA,1,0,0,1,0
1996,RI,39,Rhode Island,44,5,987858,1.8,0.122895747,0.56156349,4,4061406,4275350,26454,24299,5.1,11,1,7,0.112,9,1,-0.433,-0.337,0.504,0.706,70.10832,NA,NA,NA,24,5.9,0.54,0.5,16,NA,NA,383357.53,19.200000760000002,1.78894,0.161622,0.84369504,67.1895,0.253490448,36.55799866,0.088023797,0.689203264,0.404885592,0.047697131,0.57011157,0.211992521,1,0,347.2,9033.44,220.418,NA,29,23,1,1,1,1,NA,1,NA,0,1,0,0,0,0
1997,RI,39,Rhode Island,44,5,986966,1.8,0.126831815,0.5569874,4,4001776,4266700,33527,25621,5.3,12.7,1,7,0.112,9,0,-0.463,-0.335,0.563,0.497,69.21124,NA,NA,3.1,26,6,NA,0.5,NA,NA,NA,NA,18.799999239999998,1.7666,0.054711,0.74754912,69.54198,0.092408642,39.17399979,0.079729654,0.653917673,0.373659782,0.062589563,0.51131102,0.199018335,1,0,333.5,9211.33,NA,NA,31,15,1,1,1,1,NA,1,NA,0,1,0,0,0,0
1998,RI,39,Rhode Island,44,5,987704,1.8,0.131011128,0.55796862,4,3964337,4437538,34074,26945,4.9,11.6,1,7,0.111,9,0,-0.461,-0.335,0.537,0.502,69.21124,NA,NA,NA,26,6.2,0.42,0.5,16,NA,NA,455998,19.10000038,1.84425,0.054711,1.2480103,77.11351,0.254590273,36.27299881,0.071435511,0.618632083,0.342433973,0.077481995,0.452510471,0.186044148,1,0,312.1,9555.7,NA,217.886,29,18,1,1,1,1,NA,1,NA,0,1,0,0,0,0
1999,RI,39,Rhode Island,44,5,990819,1.8,0.135271445,0.57255864,4,4378203,5478183,34860,27741,4.1,10,1,7,0.109,9,0,-0.466,-0.339,0.502,0.502,70.91232,NA,NA,3.1,25.3,6.2,NA,0.5,NA,NA,NA,NA,17.89999962,1.81572,0.099058,1.1863854,72.9025,0.181118518,34.13899994,0.086581089,0.603916573,0.359068559,0.066789469,0.394117616,0.166817665,1,0,286.6,9185.51,NA,NA,27,15,1,1,1,1,NA,1,NA,0,1,0,0,1,0
2000,RI,39,Rhode Island,44,5,1050725,1.8,0.160458013,0.57103407,4,4648008,5589130,36520,29498,4.1,10.2,1,7,0.108,9,1,-0.462,-0.348,0.517,0.518,70.91232,NA,NA,NA,24.7,6.3,0.54,0.5,16,NA,NA,386659.55,18.299999239999998,1.78604,0.099058,1.0679702,77.25655,0.223053113,41.10699844,0.101726666,0.589201063,0.375703145,0.056096944,0.33572476,0.147591182,1,0,297.7,9521.41,224.07,NA,31,18,1,1,1,1,0,1,0,0,1,0,0,1,0
2001,RI,39,Rhode Island,44,5,1058065,1.8,0.168089792,0.56126714,4,5261376,5484640,37625,31197,4.7,9.6,1,7,0.11,9,0,-0.464,-0.354,0.463,0.512,73.03656,-0.19470654,-0.52055246,3.1,22.7,6.8,NA,0.5,NA,0,0,NA,17,1.89795,0.063462,0.93843067,85.75842,0.131637841,43.3390007,0.084337205,0.634425282,0.344759586,0.069257094,0.378541512,0.152246744,1,0,309.3,10286.5,NA,NA,27,14,1,1,1,1,0,2,0,0,1,0,0,1,0
2002,RI,39,Rhode Island,44,5,1065937,1.8,0.173601314,0.55182564,4,5766687,4891253,38851,32160,5.1,11,1,7,0.108,9,0,-0.466,-0.348,0.467,0.497,73.03656,NA,NA,NA,22.7,6.2,0.45,0.5,16,0,0,910485.85,17.5,1.84865,0.063462,0.78565437,79.57804,0.35500282,46.76599884,0.066947736,0.679649501,0.313816028,0.082417245,0.421358264,0.156902306,1,0,285.6,10383.1,NA,219.624,26,17,1,1,1,1,0,2,0,0,1,0,0,1,0
2003,RI,39,Rhode Island,44,5,1071302,1.8,0.178557426,0.55074751,4,5976510,5855988,40255,33477,5.3,11.5,1,7,0.11,9,0,-0.472,-0.325,0.521,0.423,73.03656,-0.46382165,-0.072244309,3.55,19.5,6.8,NA,0.5,NA,0,0,NA,17.10000038,1.76565,0.096275,0.4485859,82.42435,0.159126967,47.58100128,0.062029291,0.581363218,0.307407445,0.064722558,0.414304647,0.165407492,1,0,285.7,10476.7,230.298,216.494,30,13,1,1,1,1,0,2,0,0,1,0,0,1,0
2004,RI,39,Rhode Island,44,5,1071095,1.8,0.183070958,0.55939847,4,6373515,7302288,41283,34976,5.4,11.5,1,7,0.111,9,1,-0.467,-0.318,0.506,0.41,73.03656,NA,NA,NA,20.4,6.1,0.59,0.5,16,0,0,1077867.22,16.39999962,1.78865,0.096275,0.38745189,79.75052,0.199267402,45.3370018,0.057110846,0.483076935,0.300998863,0.04702787,0.40725103,0.173912678,1,0,247.5,10527.5,NA,NA,31,14,1,1,1,1,0,2,1.5,0,1,0,0,1,0
2005,RI,39,Rhode Island,44,5,1064439,2.9000001,0.186812028,0.57374656,4,6599693,7254748,41360,36117,5,12.1,1,7,0.108,9,0,-0.482,-0.335,0.508,0.439,73.03656,-0.46839371,-0.081869222,2.75,16.8,6.1,NA,0.5,NA,0,0,NA,16,1.89362,0.326981,0.39142534,83.29272,0.15397276,41.86899948,0.056347378,0.407469348,0.363158168,0.054595633,0.388463884,0.172587432,1,0,252,10427.5,233.437,216.44,28,11,1,1,1,1,0,2,1.5,0,1,0,0,1,0
2006,RI,39,Rhode Island,44,5,1058991,2.9000001,0.190765813,0.58994007,4,6876699,7532871,42289,38251,4.9,10.5,1,7,0.108,9,0,-0.482,-0.335,0.508,0.439,73.03656,NA,NA,NA,16.8,6.4,0.51,0.5,16,0,0,1451027.17,15.399999619999999,1.82039,0.326981,0.39447346,88.19218,0.232593969,42.3219986,0.055583909,0.331861762,0.425317473,0.062163396,0.369676739,0.171262186,1,0,230.4,10306.7,NA,NA,32,13,1,1,1,1,0,2,1.5,1,1,0,0,1,0
2007,RI,39,Rhode Island,44,5,1053136,2.9000001,0.206985608,0.59310168,4,7071396,8411738,42107,40349,5.2,9.5,1,7,0.104,9,0,-0.488,-0.373,0.508,0.512,71.63043,-0.68073487,0.17089406,2.75,19.5,6.4,NA,0.5,NA,0,0,NA,15,1.81538,0.011869,0.54304516,86.60197,0.385090828,45.36600113,0.05852586,0.262443161,0.436093486,0.056302156,0.34025588,0.161387469,1,0,229,10222.3,235.878,218.761,34,13,1,1,1,1,0,2,4.5,1,1,0,0,1,0
2008,RI,39,Rhode Island,44,5,1050788,2.9000001,0.211675435,0.58984882,4,7495870,6694627,41350,41819,7.8,12.7,1,7,0.106,9,1,-0.482,-0.379,0.527,0.493,71.63043,NA,NA,NA,19.5,6.4,0.62,0.5,16,0,0,1026851.97,16.60000038,1.8528,0.011869,0.62193757,84.90472,0.137401655,41.84199905,0.061467811,0.19302456,0.446869499,0.050440916,0.31083502,0.151512752,1,0,252.1,12207.7,NA,NA,39,10,1,1,1,1,0,2,5.25,1,1,0,0,1,0
2009,RI,39,Rhode Island,44,5,1053646,2.9000001,0.21789597,0.58055651,4,7346662,4710553,40654,40706,11,13,1,7,0.109,9,0,-0.485,-0.433,0.597,0.657,72.25898,-0.63436031,0.046436809,2.75,22.1,6.2,NA,0.5,NA,0,0,NA,17.89999962,1.85981,0,0.71513778,81.69887,0.140676498,42.60200119,0.102173463,0.396533819,0.423546148,0.047470127,0.38572291,0.165445071,1,0,252.6,13183.8,238.767,222.705,41,10,1,1,1,1,0,2,6,1,1,0,0,1,0
2010,RI,39,Rhode Island,44,5,1053959,2.9000001,0.23648797,0.5787366,4,8211203,8809270,41804,42095,11.2,13.6,1,7,0.109,9,0,-0.482,-0.433,0.596,0.657,72.25898,NA,NA,NA,22.1,6.2,0.45,0.5,16,0,0,1192990.31,16.39999962,1.83488,0,0.72802395,78.93006,0.279542655,41.33800125,0.142879114,0.600043077,0.400222798,0.044499338,0.4606108,0.17937739,1,0,257.4,NA,NA,NA,40,10,1,1,1,1,0,2,6.75,1,1,0,0,1,0
2011,RI,39,Rhode Island,44,5,1053649,2.9000001,0.236076176,0.5868541,4,8271963,9361245,NA,44663,11,13.4,1,7,NA,9,0,-0.448,-0.411,0.59,0.762,78.75034,-0.69602752,0.12793647,NA,25.7,6.5,NA,0.5,NA,0,0,37678.84,17.39999962,1.88514,NA,0.76459455,84.49931,0.433403313,NA,0.132352099,0.610015681,0.39588293,0.07243338,0.475409329,0.142484232,1,0,246.1,NA,241.625,222.482,41,13,1,1,1,1,0,2,8.25,1,1,0,0,1,0
2012,RI,39,Rhode Island,44,5,1050292,2.9000001,NA,0.59785938,4,8325783,7987246,NA,46270,10.4,13.6,1,7,NA,9,1,-0.448,-0.411,0.59,0.762,78.75034,NA,NA,NA,25.7,6.6,0.58,0.5,16,0,0,1165396.64,NA,1.9253,NA,NA,79.42777,NA,NA,0.121825077,0.619988285,0.391543062,0.100367422,0.490207859,0.105591074,1,0,253,NA,NA,NA,39,10,1,1,1,1,0,2,9.75,1,1,0,0,1,0
2013,RI,39,Rhode Island,44,5,1051511,2.9000001,NA,0.59061426,4,8189015,8566673,NA,46205,9.2,13.5,1,7,NA,9,0,-0.497,-0.502,0.648,0.582,78.22819,0.25451887,-1.0642328,NA,26.5,6.7,NA,0.5,NA,0,0,NA,NA,1.98449,NA,NA,78.0734,NA,NA,NA,NA,NA,NA,NA,NA,1,0,257.3,NA,NA,NA,NA,NA,1,1,1,1,0,2,11.25,1,1,0,0,NA,0
2014,RI,39,Rhode Island,44,5,1055173,NA,NA,NA,4,8366554,9004258,NA,48143,7.7,11.3,1,7,NA,9,0,-0.5,-0.502,0.65,0.582,86.80602,NA,NA,NA,26.5,NA,0.42,1,NA,0,0,1545835.63,NA,1.99759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,219.2,NA,NA,NA,NA,NA,1,1,1,NA,0,2,12.75,1,1,0,0,NA,0
2015,RI,39,Rhode Island,44,5,1056298,NA,NA,NA,4,8676750,8404265,NA,49901,6,11.8,NA,NA,NA,NA,0,-0.482,-0.502,0.67,0.582,NA,NA,NA,NA,27.4,NA,NA,1,NA,0,0,18570.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,12.75,NA,NA,NA,NA,NA,NA
2016,RI,39,Rhode Island,44,5,1056426,NA,NA,NA,4,8625101,8201456,NA,50604,5.3,11.4,NA,NA,NA,NA,1,-0.497,-0.502,0.681,0.878,NA,NA,NA,NA,27.4,NA,0.59,1,NA,0,0,830680.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,15,NA,NA,NA,NA,NA,NA
2017,RI,39,Rhode Island,44,5,1059639,NA,NA,NA,NA,9141633,9502259,NA,52600,4.5,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,RI,39,Rhode Island,44,5,1058287,NA,NA,NA,NA,9471981,9850913,NA,54377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,RI,39,Rhode Island,44,5,1059361,NA,NA,NA,NA,NA,NA,NA,56426,NA,NA,NA,7,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,RI,39,Rhode Island,44,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1900,SC,40,South Carolina,45,48,1342000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1901,SC,40,South Carolina,45,48,1361000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1902,SC,40,South Carolina,45,48,1379000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1903,SC,40,South Carolina,45,48,1397000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,SC,40,South Carolina,45,48,1415000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1905,SC,40,South Carolina,45,48,1433000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1906,SC,40,South Carolina,45,48,1451000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1907,SC,40,South Carolina,45,48,1468000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,SC,40,South Carolina,45,48,1485000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1909,SC,40,South Carolina,45,48,1502000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1910,SC,40,South Carolina,45,48,1523000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1911,SC,40,South Carolina,45,48,1548000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,SC,40,South Carolina,45,48,1572000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1913,SC,40,South Carolina,45,48,1599000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1914,SC,40,South Carolina,45,48,1622000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1915,SC,40,South Carolina,45,48,1635000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1916,SC,40,South Carolina,45,48,1650000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
